Timestamp,acc.z,ext_pos.Z,pwm.m1_pwm,pwm.m2_pwm,pwm.m3_pwm,pwm.m4_pwm
222507,1.0158991813659668,0.0,55507,52390,59599,53902
222607,0.9521719217300415,0.0,49658,46208,55055,45945
222707,0.914755642414093,0.0,50447,45174,52412,48364
222807,0.8364040851593018,0.0,47906,47046,52682,50770
222907,0.9089377522468567,0.0,51189,52104,54576,50166
223007,0.9999446868896484,0.0,56099,57058,61148,58913
223107,1.0715830326080322,0.0,53970,56192,60267,55629
223207,1.0314536094665527,0.0,52987,51498,58854,53392
223307,1.0123649835586548,0.0,51742,48012,58489,50016
223407,0.8378224968910217,0.0,48729,35556,48986,40489
223507,0.7699266076087952,0.0,40616,36713,46740,44967
223607,0.6967704892158508,0.0,43197,36760,40117,42071
223707,0.7212333679199219,0.0,39191,37712,39504,39204
223807,0.75327068567276,0.0,36843,37613,40582,41110
223907,0.6666972637176514,0.0,43303,41029,46409,45150
224007,0.7991558313369751,0.0,50682,50588,56753,53600
224107,0.9746258854866028,0.0,54018,53121,60631,56277
224207,1.0288326740264893,0.0,53194,51965,60171,54713
224307,1.0263702869415283,0.0,55379,52574,60616,55051
224407,1.0594422817230225,0.0,54382,51593,59229,53989
224507,1.0559855699539185,0.0,52878,51268,60075,55350
224607,1.0610284805297852,0.0,54294,52145,60364,54428
224707,1.031604290008545,0.0,55030,50826,58489,52829
224807,1.0187186002731323,0.0,53982,50146,59828,54069
224907,1.0600404739379883,0.0,53776,51167,58932,53075
225007,1.0075668096542358,0.0,54500,50127,58903,54489
225107,1.0537364482879639,0.0,54710,49417,59254,55394
225207,1.034818172454834,0.0,54290,51107,59744,53569
225307,1.0394015312194824,0.0,52304,51123,60220,54850
225407,1.036303162574768,0.0,53818,51283,59342,53837
225507,1.0279724597930908,0.0,53546,50419,59680,52793
225607,1.0095986127853394,0.0,53830,50190,59247,54080
225707,1.0502876043319702,0.0,53765,52931,59321,51427
225807,1.0258121490478516,0.0,52818,49944,59254,54788
225907,1.039351463317871,0.0,54356,50948,59117,54806
